ID,이용금액
ID_5436,207445099.62
ID_1673,16961513.45
ID_6902,204573827.26
ID_6117,3525092.3
ID_4934,67166384.75
ID_7254,270323536.94
ID_6598,992965526.53
ID_19,48677714.68
ID_3128,359425417.75
ID_3538,116233829.61
ID_4420,2699168553.24
ID_5800,913947492.34
ID_2129,21872270.7
ID_1085,135510115.31
ID_5574,608775045.69
ID_7161,326356048.42
ID_485,228692444.76
ID_609,386726497.32
ID_5594,4850943642.29
ID_2903,38547959.99
ID_5014,761556136.57
ID_2347,5503748797.96
ID_6964,79659486.62
ID_1765,131312715.76
ID_4042,1910817141.3
ID_4040,584011031.4
ID_2266,1945953797.1
ID_7131,194832138.5
ID_4624,1346070330.62
ID_4085,119988323.26
ID_635,645820670.17
ID_6805,307959381.29
ID_6187,112679681.48
ID_4520,264769279.01
ID_5446,52171296.27
ID_714,19745000.58
ID_6053,485388371.11
ID_3131,213645086.4
ID_6929,450509446.12
ID_6799,119661306.65
ID_4766,4239962.28
ID_461,38878701.78
ID_7194,5321865767.93
ID_5927,18243808.51
ID_4075,17485911.79
ID_3903,705667297.17
ID_2799,395675157.99
ID_5268,557144970.3
ID_7155,1736957073.1
ID_4502,21119284.4
ID_187,145623430.54
ID_6833,783570655.99
ID_2916,2954066.23
ID_6906,41079519.7
ID_2815,398187403.34
ID_2587,64436460.49
ID_5120,1019189160.62
ID_5694,1036345785.32
ID_2472,267587786.86
ID_442,824128748.99
ID_3317,484314058.9
ID_4700,344992902.89
ID_2852,1412149729.69
ID_7231,200970951.85
ID_7243,6493877.3
ID_6766,233978143.05
ID_4658,4101382496.14
ID_1225,1957445229.3
ID_6791,80789788.42
ID_5881,325758557.67
ID_850,205754904.74
ID_1921,369114742.49
ID_3279,4890200796.67
ID_1243,1099035.3
ID_1774,661444679.15
ID_224,352183210.09
ID_5607,118751508.37
ID_49,3869946.0
ID_296,249394469.23
ID_6508,2366474438.92
ID_1070,12732127.32
ID_6985,4177314443.01
ID_2539,828992226.57
ID_2526,868661639.37
ID_6766,233978143.05
ID_607,5464163045.37
ID_4896,402815963.14
ID_6007,1134345707.9
ID_5904,1036788712.08
ID_5525,417052987.06
ID_939,3705028319.38
ID_5602,865660871.35
ID_1045,1872572.43
ID_2794,710258.5
ID_1969,585437.0
ID_4799,307283269.98
ID_2259,79951418.7
ID_4605,3015402260.91
ID_6492,452299872.65
ID_2099,1940845.46
ID_97,36620304.12
ID_7176,1303281.84
ID_5739,22376497.79
ID_3158,814585370.6
ID_4184,240014130.41
ID_5487,1051021.6
ID_5771,1902911843.7
ID_6913,539969569.8
ID_939,3705028319.38
ID_6853,81850221.21
ID_3899,287454734.8
ID_3135,423653785.0
ID_3207,33892928.18
ID_1385,2034461.42
ID_2170,427359.9
ID_3729,354627007.18
ID_3362,10741453.38
ID_7120,9036893373.36
ID_298,7802721.4
ID_5680,366327.0
ID_548,444516663.92
ID_534,232075479.28
ID_4115,3711862.4
ID_1119,1163081010.17
ID_1937,1104889624.65
ID_3117,334548726.22
ID_3912,59975247.21
ID_3877,372296691.26
ID_4105,625070496.51
ID_2197,12818991.99
ID_420,4996523439.59
ID_6898,42433447.87
ID_5031,3468312476.56
ID_3048,623035841.96
ID_5607,118751508.37
ID_3411,422541047.99
ID_7163,591146936.1
ID_3108,64422104.36
ID_6502,4734043831.46
ID_6163,221403054.45
ID_3256,2788945684.11
ID_2440,1062163796.64
ID_3452,625915.9
ID_718,3970005.17
ID_3957,1435302480.72
ID_3121,1945953797.1
ID_3123,139212235.79
ID_6259,12978131.06
ID_2243,179466729.78
ID_7247,247102106.86
ID_4994,389915127.13
ID_4357,243282227.5
ID_4818,605693812.6
ID_6501,9742972518.94
ID_5469,2296220.78
ID_6284,5989637.23
ID_6364,1498647.0
ID_390,223390116.41
ID_2092,66246472.52
ID_6661,1167198041.83
ID_912,310296819.19
ID_3781,358086588.72
ID_830,422077313.75
ID_410,115357485.37
ID_1363,772051843.14
ID_3943,252428213.64
ID_6757,665096417.2
ID_2201,694981183.14
ID_5245,81929759.14
ID_6692,452755907.85
ID_1679,214289172.2
ID_725,32887747.85
ID_4370,431814293.76
ID_5910,1654099.56
ID_6749,753197452.43
ID_4160,790140902.47
ID_6085,59982022.78
ID_6231,982932431.15
ID_3430,4490860247.95
ID_5703,4004757.51
ID_96,141502173.4
ID_4593,21887910.55
ID_3154,28173825.28
ID_5085,361429887.29
ID_6223,406775948.21
ID_6125,2166894.94
ID_7068,975694526.14
ID_5524,477051881.51
ID_858,252920662.32
ID_1232,45200982.63
ID_774,446632676.64
ID_6566,619567822.9
ID_5528,8210374187.34
ID_2301,5536673637.15
ID_4998,1099257015.73
ID_1963,156361097.26
ID_5817,965816138.08
ID_2801,18034180.5
ID_3413,230250.1
ID_105,595819500.22
ID_4772,278087355.93
ID_6377,1275135.9
ID_2111,2872071.46
ID_3176,7717398.71
ID_4819,4925672157.79
ID_3588,4886650178.76
ID_3894,7573153055.01
ID_2812,665643302.46
ID_6050,194581626.57
ID_2682,389176840.21
ID_6092,60534457.91
ID_1531,1978346650.86
ID_7119,20478953.44
ID_6183,61194955.61
ID_190,295494644.88
ID_5205,438084553.98
ID_1793,4996523439.59
ID_947,407941433.6
ID_3863,1935706293.6
ID_5796,1051575776.57
ID_1013,1980050.5
ID_6481,1770729.24
ID_1234,1093378005.11
ID_92,133019662.27
ID_6387,4865739.8
ID_6506,564988635.32
ID_7078,215000576.58
ID_3658,8771979.05
ID_2330,3804165483.3
ID_3518,588148287.31
ID_3309,1443378176.1
ID_1057,1000191445.96
ID_6018,5026318631.85
ID_1979,1446354.18
ID_4153,427271706.95
ID_5542,203645423.48
ID_5247,668445284.5
ID_3541,97964894.9
ID_3020,50151936.73
ID_894,595073135.21
ID_2579,551110043.76
ID_1717,886865422.4
ID_6738,949352944.88
ID_4986,255093235.78
ID_3080,76848883.33
ID_3083,838573038.58
ID_7081,701009767.91
ID_6586,24507827.66
ID_7063,973826103.18
ID_698,10518749.66
ID_5747,8056970.8
ID_2876,3733384.0
ID_6288,264366379.32
ID_2308,964467115.46
ID_1327,31623985.1
ID_1910,1945953797.1
ID_6333,404246090.36
ID_7166,262402341.53
ID_791,1780715.32
ID_2153,41767452.8
ID_7009,1112314831.57
ID_3871,14138429.39
ID_6225,611022389.19
ID_5849,8981986444.21
ID_5321,8015486636.1
ID_6331,494846078.32
ID_896,895404084.99
ID_2056,609083576.49
ID_906,870442239.56
ID_229,594880032.55
ID_3683,4996523439.59
ID_4341,378888012.9
ID_872,18593650.76
ID_2734,1160039292.84
ID_7118,3040806936.73
ID_2255,43602790.91
ID_4918,245469733.69
ID_817,33876939.81
ID_876,4683808978.73
ID_5126,181641960.95
ID_2017,43253583.2
ID_6242,191559859.45
ID_6239,5042854374.34
ID_1073,9235891828.73
ID_413,17068662.4
ID_162,855654184.29
ID_5046,2664283.8
ID_630,94989890.36
ID_5985,46677684.32
ID_2915,8398236853.02
ID_2317,5703502.48
ID_6010,859694154.87
ID_2956,293370884.25
ID_1839,12014574.37
ID_3923,365443539.36
ID_3053,814261244.58
ID_4282,1990348143.76
ID_4524,427610.7
ID_4860,4479917704.04
ID_6594,15499771.89
ID_415,620696331.33
ID_3619,11353321.6
ID_2354,248744003.08
ID_1276,364998407.08
ID_3674,51735669.15
ID_7050,516032246.26
ID_3803,5847249704.15
ID_3326,1202090221.04
ID_170,375985202.89
ID_299,325788866.23
ID_554,588602335.71
ID_1117,228896021.16
ID_1472,611254637.81
ID_3052,571813.4
ID_4485,9398800561.23
ID_4746,116611136.35
ID_5643,1050139728.97
ID_4446,686756090.88
ID_106,1945953797.1
ID_1361,588602335.71
ID_722,422564116.16
ID_1473,696663029.16
ID_4991,390387779.43
ID_5718,492702895.7
ID_5006,631072570.49
ID_5614,420844174.77
ID_5105,13610788.01
ID_2028,1957445229.3
ID_4067,778078655.33
ID_2286,446632676.64
ID_623,737622622.38
ID_1750,13205187.17
ID_797,890311356.52
ID_147,994836890.88
ID_1705,7339244.79
ID_6464,781928553.57
ID_4491,1053589875.84
ID_5751,325621757.28
ID_5909,5276003381.05
ID_5397,123806453.08
ID_2075,37958851.7
ID_2428,6741657.98
ID_5075,18631423.28
ID_3785,1764253040.41
ID_3089,412704711.33
ID_5032,1586813744.44
ID_6735,1070707868.62
ID_4591,97321264.01
ID_5898,10875328.89
ID_6577,769596886.32
ID_196,51542340.51
ID_2790,913481450.09
ID_6413,68885144.9
ID_1822,1046734882.53
ID_6610,7020652199.01
ID_3462,391702479.89
ID_3287,66238488.04
ID_4629,843067172.15
ID_1360,1019906416.43
ID_1169,16332143.46
ID_5503,3406038190.27
ID_933,124820288.72
ID_3654,5942155002.27
ID_569,890555162.56
ID_638,37751090.19
ID_5661,1025204686.9
ID_687,3137053267.18
ID_2232,9458686824.54
ID_5112,511358.2
ID_5282,880599861.81
ID_3350,606270.4
ID_5995,338865874.59
ID_1280,75656192.45
ID_6038,14452431.01
ID_1690,525096.9
ID_4992,519651185.09
ID_6980,58701941.33
ID_4531,1463048342.71
ID_1175,1870353406.9
ID_4783,148229145.04
ID_191,133531684.54
ID_3996,252662343.7
ID_3024,684019505.44
ID_3913,1262339435.71
ID_1010,558056869.36
ID_4526,466031443.81
ID_5310,1076244178.9
ID_6770,419236498.23
ID_2282,391198096.17
ID_3699,541651492.95
ID_3573,62106620.84
ID_6710,30181365.8
ID_6710,30181365.8
ID_1584,1020049901.59
ID_5427,10304383812.38
ID_1587,865854148.06
ID_6760,1814291379.87
ID_4732,939264357.12
ID_6335,383766.2
ID_320,1100651513.83
ID_2547,412994190.05
ID_4476,1174613.4
ID_4469,1858945.45
ID_4343,4666113.59
ID_6069,3407992149.56
ID_3959,312607628.25
ID_4427,274015513.64
ID_6959,165978227.94
ID_144,802598751.92
ID_2214,5128946.72
ID_4526,466031443.81
ID_6203,46752215.43
ID_2903,38547959.99
ID_1844,695100411.4
ID_2585,47627591.07
ID_3586,1957445229.3
ID_6910,75252062.5
ID_2631,486920666.35
ID_5925,292857807.47
ID_1033,595522543.39
ID_266,1839376166.31
ID_6611,5304658313.67
ID_2102,405748.1
ID_3724,3120615014.59
ID_1631,12359238.4
ID_2564,360146102.03
ID_1503,11195282.62
ID_1690,525096.9
ID_1738,1015227144.02
ID_7246,4930190223.26
ID_3441,833587831.47
ID_6527,481751248.5
ID_1384,141702438.66
ID_3086,2046404606.05
ID_5189,5192981428.66
ID_1905,73761603.5
ID_3216,4550522119.99
ID_6398,204161050.88
ID_5595,5769763415.99
ID_6149,337780394.04
ID_992,4996523439.59
ID_6857,1936244.54
ID_2568,8527568323.15
ID_5234,2324964482.93
ID_2166,494750468.3
ID_4044,37612763.05
ID_1883,25559609.79
ID_2985,256487567.91
ID_255,364089379.88
ID_2653,783741465.34
ID_6703,247232099.28
ID_73,2093224.3
ID_168,178109823.16
ID_6386,4072749733.33
ID_3060,778678396.1
ID_3660,945101338.45
ID_1889,111471056.73
ID_5058,239289722.68
ID_4846,3696405685.47
ID_766,368414964.19
ID_5474,612905814.75
ID_2748,594667918.64
ID_1750,13205187.17
ID_5854,790916945.47
ID_1271,3139776150.71
ID_6633,203030091.4
ID_2443,1341187.5
ID_3800,778967442.06
ID_2831,34731776.7
ID_3411,422541047.99
ID_1627,198038225.16
ID_1049,1050001011.75
ID_100,129865820.27
ID_1197,1903815524.24
ID_2760,4989842737.17
ID_6436,1727354.44
ID_1952,530525718.19
ID_4960,2924285503.37
ID_3035,79486190.82
ID_900,697662659.0
ID_780,604911901.14
ID_1047,490223.3
ID_6525,72157699.44
ID_2265,596826348.75
ID_754,217142441.58
ID_2142,131164355.19
ID_858,252920662.32
ID_4246,421788283.88
ID_5875,4717086.73
ID_443,1731444.85
ID_2587,64436460.49
ID_4902,520108667.99
ID_24,299141477.16
ID_3122,1957445229.3
ID_3068,516001710.1
ID_3226,416430207.32
ID_7004,4978936669.05
ID_927,1411816.6
ID_3825,873692637.26
ID_2272,44368479.14
ID_4263,243711013.43
ID_5419,418191761.58
ID_3757,259012220.54
ID_6781,44307989.44
ID_2181,1424085490.84
ID_1759,910853655.62
ID_3334,4508442644.61
ID_6473,130932639.66
ID_6483,986844831.76
ID_4240,292946891.06
ID_2708,7975458.0
ID_3184,7544029.76
ID_4850,236692190.45
ID_6043,1768893207.03
ID_7120,9036893373.36
ID_6891,583096199.36
ID_970,20303057.9
ID_2207,509732.9
ID_588,1323986711.46
ID_2158,529743177.26
ID_2441,4056111627.24
ID_276,13440709.32
ID_6247,516408231.92
ID_4340,410509311.54
ID_3990,7306348.0
ID_2437,2612731224.49
ID_2825,654562603.67
ID_6677,3496388686.48
ID_1052,121421003.76
ID_6517,96622972.88
ID_1449,4036069790.18
ID_4530,2108708.48
ID_1270,755741570.05
ID_4847,1837264745.11
ID_6446,1118508422.54
ID_1258,791098192.58
ID_3282,5500178885.7
ID_1401,679715.7
ID_3124,4022406955.27
ID_3296,23021917.15
ID_3432,5536801790.59
ID_6722,1335889160.28
ID_449,1282587002.24
ID_5498,743792906.32
ID_3942,102153173.62
ID_657,442844760.67
ID_25,352918391.86
ID_4131,71141951.18
ID_4889,321385669.0
ID_1122,377930.2
ID_1474,726290612.91
ID_4842,2486301.01
ID_136,8040997.12
ID_2754,790140902.47
ID_6197,122996038.22
ID_3986,174653132.72
ID_4054,277623491.55
ID_2086,405079284.77
ID_5125,224320428.61
ID_416,1945953797.1
ID_3413,230250.1
ID_2639,880073580.04
ID_2186,6031048731.01
ID_4410,65043748.56
ID_2179,11701209.05
ID_3369,409045.8
ID_3184,7544029.76
ID_6039,714359236.22
ID_4310,92417289.96
ID_4908,786302680.29
ID_927,1411816.6
ID_5994,4988903.33
ID_6309,685569120.5
ID_5767,519744720.9
ID_5711,849348036.35
ID_5009,4800104751.96
ID_4585,2304903402.43
ID_4235,276786753.03
ID_2694,945101338.45
ID_1138,697662659.0
ID_3985,247720607.81
ID_3078,378255377.15
ID_5772,44547166.35
ID_3397,844015093.59
ID_5470,408108616.83
ID_2677,275567446.42
ID_6552,511188448.01
ID_2825,654562603.67
ID_3050,444140180.67
ID_6893,26520283.91
ID_4769,1040594046.19
ID_3233,409553.8
ID_1659,63989766.82
ID_869,621061553.49
ID_6829,1001696518.98
ID_1982,229578685.18
ID_5337,91764677.04
ID_2665,1215318.6
ID_3333,671552585.1
ID_6195,38366543.8
ID_2731,44302874.83
ID_3852,84705451.89
ID_4084,722281391.73
ID_1245,512401627.08
ID_4928,286782864.56
ID_4995,516945096.35
ID_1349,273880861.95
ID_4985,254386593.85
ID_6919,3425385989.74
ID_6776,860947468.19
ID_3238,864226176.57
ID_3297,21119284.4
ID_5506,9713108.13
ID_3136,387264823.07
ID_5917,814693926.66
ID_7117,5974728909.83
ID_1147,4877221505.82
ID_5497,961927822.94
ID_206,1957445229.3
ID_7165,271999641.01
ID_5196,582206825.66
ID_2337,408185775.23
ID_6192,41487517.54
ID_4209,1275956116.65
ID_5621,1418509395.25
ID_3124,4022406955.27
ID_5682,427918836.23
ID_3294,146111391.26
ID_2881,744293034.57
ID_7209,3456616064.21
ID_1832,245374797.07
ID_854,6506908.6
ID_3517,960280161.75
ID_2950,891164917.11
ID_1444,1945953797.1
ID_2317,5703502.48
ID_5762,47812481.22
ID_702,1065614989.66
ID_5506,9713108.13
ID_7171,571747337.12
ID_4318,63482593.25
ID_1802,341468.0
ID_7103,1090317440.9
ID_151,141536351.31
ID_5492,2976517.34
ID_3539,547398586.92
ID_4240,292946891.06
ID_5502,119788049.95
ID_5454,4979973504.47
ID_3006,3414701.86
ID_6306,51339611.25
ID_2943,457788300.8
ID_668,1716754.98
ID_4989,402815963.14
ID_5777,1313068513.75
ID_5061,39505320.64
ID_3010,10128311529.64
ID_4128,22186912.75
ID_3443,2776165460.26
ID_4540,5779276906.2
ID_4089,558525.0
ID_5323,1641808.9
ID_4101,3253906.39
ID_225,1313996.9
ID_3912,59975247.21
ID_3464,422077313.75
ID_561,4522453647.85
ID_1657,9537172.3
ID_29,401652949.98
ID_7218,141753750.93
ID_988,1945953797.1
ID_5493,2426617.0
ID_818,2953426394.76
ID_228,491725275.75
ID_4822,2877510.57
ID_6677,3496388686.48
ID_5091,697662659.0
ID_3590,1707717310.83
ID_4174,20597597.3
ID_3261,119985336.44
ID_1001,241141613.58
ID_1587,865854148.06
ID_1663,31729540.9
ID_3275,396312736.69
ID_5648,1513402.6
ID_300,87618844.41
ID_3212,904959009.05
ID_3642,4160033360.96
ID_4603,29980886.92
ID_2788,1847232601.8
ID_178,8915751655.65
ID_6748,919802769.46
ID_2941,81120580.37
ID_3121,1945953797.1
ID_6389,1422296.9
ID_4149,383750706.97
ID_1498,383111461.05
ID_4492,225317696.92
ID_3956,2683050119.79
ID_5160,4294191777.73
ID_3231,444516663.92
ID_6360,94633471.9
ID_3928,8293290666.5
ID_1862,1275735.9
ID_5096,4141869651.27
ID_6607,398910312.07
ID_6199,489863972.2
ID_1531,1978346650.86
ID_5473,407834995.92
ID_2828,25018085.3
ID_2258,131998190.06
ID_5630,490841157.22
ID_135,886266345.77
ID_1513,197051983.88
ID_1238,223270591.0
ID_4776,91517770.2
ID_4122,130248227.5
ID_2633,951331.5
ID_1318,133112914.82
ID_879,202500034.71
ID_55,381236729.97
ID_4455,712442335.28
ID_2471,67586727.4
ID_3779,1387928808.8
ID_1483,2244226.89
ID_6877,455930527.46
ID_5419,418191761.58
ID_6045,1083640806.24
ID_6683,121069970.76
ID_878,1459022392.62
ID_1418,700733272.47
ID_1240,348641145.76
ID_42,5105852569.98
ID_6955,5426928643.58
ID_3108,64422104.36
ID_5424,2061213.2
ID_4249,6507853.84
ID_6964,79659486.62
ID_1370,5175785767.95
ID_4907,1029224206.16
ID_6484,974238199.9
ID_6002,547478488.81
ID_3063,7573153055.01
ID_3716,616262466.64
ID_3930,4273653521.76
ID_6837,5276979822.73
ID_5629,475661327.21
ID_2613,14258492.04
ID_6890,641059402.49
ID_7009,1112314831.57
ID_6764,343128.9
ID_5696,2017135.09
ID_2351,565867702.82
ID_6352,119117456.71
ID_2984,712763024.8
ID_4657,1012865128.0
ID_2017,43253583.2
ID_5567,50481294.82
ID_2060,2712798.1
ID_1578,501979791.92
ID_5635,5949927223.52
ID_5648,1513402.6
ID_6658,450159387.06
ID_6216,629596.4
ID_6169,3142433753.5
ID_5088,1051327942.79
ID_693,1172201.6
ID_2281,355186258.04
ID_3111,108903897.69
ID_7144,99168260.6
ID_2178,963014260.18
ID_1587,865854148.06
ID_5340,47460164.38
ID_4578,8947584222.41
ID_1458,224650703.82
ID_1593,5155818146.66
ID_3416,406594358.65
ID_5231,1158428774.22
ID_2211,118614405.53
ID_1600,894920930.98
ID_5758,79033619.42
ID_6746,181892310.87
ID_5761,223141396.95
ID_766,368414964.19
ID_5063,40070642.66
ID_4632,7493902142.38
ID_4078,595864125.26
ID_4752,1932809937.37
ID_3610,795933426.84
ID_5940,3903077890.8
ID_6619,747242326.47
ID_3106,227981055.04
ID_760,338816229.91
ID_6627,238989898.21
ID_4109,7544029.76
ID_6556,16986187.79
ID_5330,1157716711.3
ID_5395,822656269.44
ID_1201,108698293.73
ID_2679,209208116.11
ID_3667,92525459.36
ID_6783,89563620.19
ID_6983,1333581891.11
ID_2636,1062033127.41
ID_6426,330666654.39
ID_1198,36891374.57
ID_5759,99246036.68
ID_5836,2973148.32
ID_791,1780715.32
ID_409,68246881.42
ID_628,36913323.42
ID_4294,1198678.6
ID_5155,498980096.0
ID_3076,142592380.87
ID_6107,178480.3
ID_3587,36487955.23
ID_1337,15824531.9
ID_1926,363484669.61
ID_3541,97964894.9
ID_4591,97321264.01
ID_2305,330735143.33
ID_4221,23024705.95
ID_2893,97961026.1
ID_5288,3006949.88
ID_2914,1157689.2
ID_669,1231697385.54
ID_4856,8122772922.07
ID_1482,4797601341.0
ID_2460,65939997.92
ID_4806,372123141.46
ID_971,133112914.82
ID_1366,1040848852.35
ID_438,508731066.57
ID_5724,649389.2
ID_10,1945953797.1
ID_6174,4369983304.07
ID_5644,263044958.49
ID_4220,29056081.75
ID_2640,1526375.8
ID_7001,8734572358.15
ID_3237,604911901.14
ID_5776,15269771.81
ID_7253,35007405.25
ID_3452,625915.9
ID_5484,2881591.23
ID_6251,707355568.25
ID_1340,4674591594.72
ID_6129,585949.7
ID_2275,1083957961.41
ID_5378,910601.3
ID_7253,35007405.25
ID_5526,380915.7
ID_2386,1083957961.41
ID_4977,1935760931.4
ID_2748,594667918.64
ID_3786,355862129.73
ID_5658,69954731.05
ID_2070,242245573.14
ID_6193,49214898.2
ID_1178,1133738.4
ID_1750,13205187.17
ID_5719,468195503.7
ID_3956,2683050119.79
ID_2301,5536673637.15
ID_6435,502418551.81
ID_4360,759728367.4
ID_2322,1232480.2
ID_1598,166607684.35
ID_4394,4609594401.4
ID_4979,4713650353.49
ID_264,860443062.16
ID_4908,786302680.29
ID_3824,849111114.44
ID_4444,1884830.1
ID_4188,1950463902.27
ID_2907,1833104899.73
ID_78,1190401.1
ID_3371,8112209844.65
ID_2259,79951418.7
ID_6536,1339391061.82
ID_3630,2990218969.64
ID_6296,93325267.83
ID_5506,9713108.13
ID_3743,608783232.26
ID_2077,830069413.54
ID_3565,35260826.06
ID_1341,40372967.08
ID_1390,82644489.4
ID_412,1022301582.1
ID_3482,141291432.07
ID_5644,263044958.49
ID_1480,4331695882.68
ID_5879,1394296079.65
ID_5309,1265236306.94
ID_7178,415374973.42
ID_3785,1764253040.41
ID_175,2987267836.91
ID_1785,873059328.8
ID_605,1783762.1
ID_1173,1027800965.43
ID_1450,38564517.71
ID_1904,55931526.55
ID_2285,420646963.7
ID_589,998957410.38
ID_5430,167665321.26
ID_979,43253583.2
ID_5898,10875328.89
ID_4837,416515735.66
ID_3722,762745068.95
ID_6569,4973423935.89
ID_531,4785461008.22
ID_6157,986689462.76
ID_3207,33892928.18
ID_4596,142034917.79
ID_1408,5789397.96
ID_3756,626169868.76
ID_2104,385505131.37
ID_3360,4160033360.96
ID_2794,710258.5
ID_205,1945953797.1
ID_3448,389912637.29
ID_1880,339643141.37
ID_6800,6303933.26
ID_983,73190953.7
ID_6765,2108472690.87
ID_440,595073135.21
ID_3384,61159551.55
ID_2561,269805911.16
ID_3718,736304440.97
ID_4997,1070941.7
ID_4007,1624136900.41
ID_5299,291883269.69
ID_2309,781661347.35
ID_7099,53245818.54
ID_6435,502418551.81
ID_1233,1091767509.45
ID_3740,440805.8
ID_979,43253583.2
ID_3806,219916653.15
ID_5116,59920878.38
ID_654,401580944.95
ID_5059,20211278.55
ID_2365,19306169.65
ID_5971,91937853.06
ID_4076,249472736.81
ID_5885,322803634.86
ID_5131,6654202316.79
ID_6605,428644832.17
ID_6917,121803287.95
ID_3668,137451601.37
ID_5899,1291823529.36
ID_1456,222184986.29
ID_574,18507511.28
ID_5306,94075398.39
ID_4170,246837361.45
ID_5666,4715380208.07
ID_4665,416797106.12
ID_6860,124359024.8
ID_3461,268889913.06
ID_478,1248409125.04
ID_1994,5504350861.78
ID_1285,1003957984.0
ID_6841,144049171.64
ID_5976,484289608.2
ID_2740,274228259.5
ID_2338,389877473.47
ID_843,28684878.23
ID_4092,179308920.28
ID_1216,65256311.06
ID_5488,4945052876.41
ID_6411,49214898.2
ID_6363,129596873.19
ID_1967,1249715.9
ID_74,8132951068.73
ID_1316,248898149.42
ID_3035,79486190.82
ID_4216,85162962.0
ID_6406,93436721.51
ID_5064,588886418.1
ID_2740,274228259.5
ID_50,823812674.32
ID_3708,862963755.12
ID_1319,7597859.9
ID_1274,17028228.17
ID_5395,822656269.44
ID_4441,1036986429.34
ID_5712,947978738.44
ID_2722,739723320.1
ID_5043,9490320311.81
ID_863,143103073.85
ID_3776,37299292.5
ID_3473,50348708.06
ID_1793,4996523439.59
ID_1961,3151820608.45
ID_2902,1857701378.7
ID_5874,55390862.3
ID_1121,221274565.09
ID_2197,12818991.99
ID_4275,640721.7
ID_1204,6370071.2
ID_6778,2898475717.05
ID_2237,338919469.72
ID_3943,252428213.64
ID_1953,224715190.74
ID_767,292100135.32
ID_4961,445723866.35
ID_5233,347541014.49
ID_5593,691524370.76
ID_870,1945953797.1
ID_4665,416797106.12
ID_3895,5209100095.35
ID_5339,246011602.29
ID_5034,448559.5
ID_5250,1643089624.4
ID_6861,101485563.17
ID_6665,812695401.25
ID_3835,526497.0
ID_6850,3225430839.33
ID_2695,612841894.28
ID_1921,369114742.49
ID_5103,707519392.06
ID_3817,90560348.22
ID_1535,98560677.92
ID_3624,902243724.18
ID_3064,5526292191.58
ID_5794,551019633.35
ID_2523,2206196.13
ID_6558,1121548060.19
ID_6584,292028592.66
ID_3666,59863273.73
ID_5561,4039615151.42
ID_1180,1754550402.35
ID_1341,40372967.08
ID_274,4179847.4
ID_1113,4996523439.59
ID_3982,5200479606.69
ID_7126,661517664.33
ID_425,195570183.43
ID_1086,275376227.27
ID_3606,1700812.87
ID_6075,69325486.19
ID_1191,5458773083.85
ID_6522,43364031.2
ID_2256,48985245.78
ID_4663,200816062.01
ID_5441,115559445.16
ID_2747,444618326.73
ID_3239,920123466.84
ID_6833,783570655.99
ID_2566,389174944.96
ID_6124,981841.1
ID_6297,13422856.7
ID_7075,5442910442.24
ID_444,1023147437.98
ID_3758,1942819145.4
ID_3942,102153173.62
ID_6463,504756602.06
ID_718,3970005.17
ID_3634,354865976.98
ID_437,436275336.77
ID_6906,41079519.7
ID_4097,1070053165.1
ID_134,812280.9
ID_6219,456818112.2
ID_4216,85162962.0
ID_5530,3015416.89
ID_16,1483560202.71
ID_6615,9574030427.17
ID_3557,529595.5
ID_2768,876215634.06
ID_703,3804165483.3
ID_4093,71731619.61
ID_3420,1302185.4
ID_5598,9831150.0
ID_6740,789073326.61
ID_3034,1957445229.3
